probe,particle,e_low_MeV,e_high_MeV,tracklen_cm_per_primary
channel_24_exit,gamma,0.0141254,0.0215443,0
channel_24_exit,gamma,0.0215443,0.0328599,0
channel_24_exit,gamma,0.0328599,0.0501187,0
channel_24_exit,gamma,0.0501187,0.0764422,0
channel_24_exit,gamma,0.0764422,0.116591,0
channel_24_exit,gamma,0.116591,0.177828,0
channel_24_exit,gamma,0.177828,0.271227,0
channel_24_exit,gamma,0.271227,0.413682,0
channel_24_exit,gamma,0.413682,0.630957,0
channel_24_exit,gamma,0.630957,0.962351,0
channel_24_exit,gamma,0.962351,1.4678,0
channel_24_exit,gamma,1.4678,2.23872,0
channel_24_exit,gamma,2.23872,3.41455,0
channel_24_exit,gamma,3.41455,5.20795,0
channel_24_exit,gamma,5.20795,7.94328,0
channel_24_exit,gamma,7.94328,12.1153,0
channel_24_exit,gamma,12.1153,18.4785,0
channel_24_exit,gamma,18.4785,28.1838,0
channel_24_exit,gamma,28.1838,42.9866,0
channel_24_exit,gamma,42.9866,65.5642,0
channel_24_exit,gamma,65.5642,100,0
channel_24_exit,neutron,1e-09,1.52522e-09,0
channel_24_exit,neutron,1.52522e-09,2.32631e-09,0
channel_24_exit,neutron,2.32631e-09,3.54813e-09,0
channel_24_exit,neutron,3.54813e-09,5.4117e-09,0
channel_24_exit,neutron,5.4117e-09,8.25404e-09,0
channel_24_exit,neutron,8.25404e-09,1.25893e-08,0
channel_24_exit,neutron,1.25893e-08,1.92014e-08,0
channel_24_exit,neutron,1.92014e-08,2.92864e-08,0
channel_24_exit,neutron,2.92864e-08,4.46684e-08,0
channel_24_exit,neutron,4.46684e-08,6.81292e-08,0
channel_24_exit,neutron,6.81292e-08,1.03912e-07,0
channel_24_exit,neutron,1.03912e-07,1.58489e-07,0
channel_24_exit,neutron,1.58489e-07,2.41732e-07,0
channel_24_exit,neutron,2.41732e-07,3.68695e-07,0
channel_24_exit,neutron,3.68695e-07,5.62341e-07,0
channel_24_exit,neutron,5.62341e-07,8.57696e-07,0
channel_24_exit,neutron,8.57696e-07,1.30818e-06,0
channel_24_exit,neutron,1.30818e-06,1.99526e-06,0
channel_24_exit,neutron,1.99526e-06,3.04322e-06,0
channel_24_exit,neutron,3.04322e-06,4.64159e-06,0
channel_24_exit,neutron,4.64159e-06,7.07946e-06,0
channel_24_exit,neutron,7.07946e-06,1.07978e-05,0
channel_24_exit,neutron,1.07978e-05,1.6469e-05,0
channel_24_exit,neutron,1.6469e-05,2.51189e-05,0
channel_24_exit,neutron,2.51189e-05,3.83119e-05,0
channel_24_exit,neutron,3.83119e-05,5.84341e-05,0
channel_24_exit,neutron,5.84341e-05,8.91251e-05,0
channel_24_exit,neutron,8.91251e-05,0.000135936,0
channel_24_exit,neutron,0.000135936,0.000207332,0
channel_24_exit,neutron,0.000207332,0.000316228,0
channel_24_exit,neutron,0.000316228,0.000482318,0
channel_24_exit,neutron,0.000482318,0.000735642,0
channel_24_exit,neutron,0.000735642,0.00112202,0
channel_24_exit,neutron,0.00112202,0.00171133,0
channel_24_exit,neutron,0.00171133,0.00261016,0
channel_24_exit,neutron,0.00261016,0.00398107,0
channel_24_exit,neutron,0.00398107,0.00607202,0
channel_24_exit,neutron,0.00607202,0.00926119,0
channel_24_exit,neutron,0.00926119,0.0141254,0
channel_24_exit,neutron,0.0141254,0.0215443,0
channel_24_exit,neutron,0.0215443,0.0328599,0
channel_24_exit,neutron,0.0328599,0.0501187,0
channel_24_exit,neutron,0.0501187,0.0764422,0
channel_24_exit,neutron,0.0764422,0.116591,0
channel_24_exit,neutron,0.116591,0.177828,0
channel_24_exit,neutron,0.177828,0.271227,0
channel_24_exit,neutron,0.271227,0.413682,0
channel_24_exit,neutron,0.413682,0.630957,0
channel_24_exit,neutron,0.630957,0.962351,0
channel_24_exit,neutron,0.962351,1.4678,0
channel_24_exit,neutron,1.4678,2.23872,0
channel_24_exit,neutron,2.23872,3.41455,0
channel_24_exit,neutron,3.41455,5.20795,0
channel_24_exit,neutron,5.20795,7.94328,0
channel_24_exit,neutron,7.94328,12.1153,0
channel_24_exit,neutron,12.1153,18.4785,0
channel_24_exit,neutron,18.4785,28.1838,0
channel_24_exit,neutron,28.1838,42.9866,0
channel_24_exit,neutron,42.9866,65.5642,0
channel_24_exit,neutron,65.5642,100,0
door_operation_point,gamma,1e-09,1.52522e-09,0
door_operation_point,gamma,1.52522e-09,2.32631e-09,0
door_operation_point,gamma,2.32631e-09,3.54813e-09,0
door_operation_point,gamma,3.54813e-09,5.4117e-09,0
door_operation_point,gamma,5.4117e-09,8.25404e-09,0
door_operation_point,gamma,8.25404e-09,1.25893e-08,0
door_operation_point,gamma,1.25893e-08,1.92014e-08,0
door_operation_point,gamma,1.92014e-08,2.92864e-08,0
door_operation_point,gamma,2.92864e-08,4.46684e-08,0
door_operation_point,gamma,4.46684e-08,6.81292e-08,0
door_operation_point,gamma,6.81292e-08,1.03912e-07,0
door_operation_point,gamma,1.03912e-07,1.58489e-07,0
door_operation_point,gamma,1.58489e-07,2.41732e-07,0
door_operation_point,gamma,2.41732e-07,3.68695e-07,0
door_operation_point,gamma,3.68695e-07,5.62341e-07,0
door_operation_point,gamma,5.62341e-07,8.57696e-07,0
door_operation_point,gamma,8.57696e-07,1.30818e-06,0
door_operation_point,gamma,1.30818e-06,1.99526e-06,0
door_operation_point,gamma,1.99526e-06,3.04322e-06,0
door_operation_point,gamma,3.04322e-06,4.64159e-06,0
door_operation_point,gamma,4.64159e-06,7.07946e-06,0
door_operation_point,gamma,7.07946e-06,1.07978e-05,0
door_operation_point,gamma,1.07978e-05,1.6469e-05,0
door_operation_point,gamma,1.6469e-05,2.51189e-05,0
door_operation_point,gamma,2.51189e-05,3.83119e-05,0
door_operation_point,gamma,3.83119e-05,5.84341e-05,0
door_operation_point,gamma,5.84341e-05,8.91251e-05,0
door_operation_point,gamma,8.91251e-05,0.000135936,0
door_operation_point,gamma,0.000135936,0.000207332,0
door_operation_point,gamma,0.000207332,0.000316228,0
door_operation_point,gamma,0.000316228,0.000482318,0
door_operation_point,gamma,0.000482318,0.000735642,0
door_operation_point,gamma,0.000735642,0.00112202,0
door_operation_point,gamma,0.00112202,0.00171133,0
door_operation_point,gamma,0.00171133,0.00261016,0
door_operation_point,gamma,0.00261016,0.00398107,0
door_operation_point,gamma,0.00398107,0.00607202,0
door_operation_point,gamma,0.00607202,0.00926119,0
door_operation_point,gamma,0.00926119,0.0141254,0
door_operation_point,gamma,0.0141254,0.0215443,0
door_operation_point,gamma,0.0215443,0.0328599,0
door_operation_point,gamma,0.0328599,0.0501187,0
door_operation_point,gamma,0.0501187,0.0764422,0
door_operation_point,gamma,0.0764422,0.116591,0
door_operation_point,gamma,0.116591,0.177828,0
door_operation_point,gamma,0.177828,0.271227,0
door_operation_point,gamma,0.271227,0.413682,0
door_operation_point,gamma,0.413682,0.630957,0
door_operation_point,gamma,0.630957,0.962351,0
door_operation_point,gamma,0.962351,1.4678,0
door_operation_point,gamma,1.4678,2.23872,0
door_operation_point,gamma,2.23872,3.41455,0
door_operation_point,gamma,3.41455,5.20795,0
door_operation_point,gamma,5.20795,7.94328,0
door_operation_point,gamma,7.94328,12.1153,0
door_operation_point,gamma,12.1153,18.4785,0
door_operation_point,gamma,18.4785,28.1838,0
door_operation_point,gamma,28.1838,42.9866,0
door_operation_point,gamma,42.9866,65.5642,0
door_operation_point,gamma,65.5642,100,0
door_operation_point,neutron,1e-09,1.52522e-09,0
door_operation_point,neutron,1.52522e-09,2.32631e-09,0
door_operation_point,neutron,2.32631e-09,3.54813e-09,0
door_operation_point,neutron,3.54813e-09,5.4117e-09,0
door_operation_point,neutron,5.4117e-09,8.25404e-09,0
door_operation_point,neutron,8.25404e-09,1.25893e-08,0
door_operation_point,neutron,1.25893e-08,1.92014e-08,0
door_operation_point,neutron,1.92014e-08,2.92864e-08,0
door_operation_point,neutron,2.92864e-08,4.46684e-08,0
door_operation_point,neutron,4.46684e-08,6.81292e-08,0
door_operation_point,neutron,6.81292e-08,1.03912e-07,0
door_operation_point,neutron,1.03912e-07,1.58489e-07,0
door_operation_point,neutron,1.58489e-07,2.41732e-07,0
door_operation_point,neutron,2.41732e-07,3.68695e-07,0
door_operation_point,neutron,3.68695e-07,5.62341e-07,0
door_operation_point,neutron,5.62341e-07,8.57696e-07,0
door_operation_point,neutron,8.57696e-07,1.30818e-06,0
door_operation_point,neutron,1.30818e-06,1.99526e-06,0
door_operation_point,neutron,1.99526e-06,3.04322e-06,0
door_operation_point,neutron,3.04322e-06,4.64159e-06,0
door_operation_point,neutron,4.64159e-06,7.07946e-06,0
door_operation_point,neutron,7.07946e-06,1.07978e-05,0
door_operation_point,neutron,1.07978e-05,1.6469e-05,0
door_operation_point,neutron,1.6469e-05,2.51189e-05,0
door_operation_point,neutron,2.51189e-05,3.83119e-05,0
door_operation_point,neutron,3.83119e-05,5.84341e-05,0
door_operation_point,neutron,5.84341e-05,8.91251e-05,0
door_operation_point,neutron,8.91251e-05,0.000135936,0
door_operation_point,neutron,0.000135936,0.000207332,0
door_operation_point,neutron,0.000207332,0.000316228,0
door_operation_point,neutron,0.000316228,0.000482318,0
door_operation_point,neutron,0.000482318,0.000735642,0
door_operation_point,neutron,0.000735642,0.00112202,0
door_operation_point,neutron,0.00112202,0.00171133,0
door_operation_point,neutron,0.00171133,0.00261016,0
door_operation_point,neutron,0.00261016,0.00398107,0
door_operation_point,neutron,0.00398107,0.00607202,0
door_operation_point,neutron,0.00607202,0.00926119,0
door_operation_point,neutron,0.00926119,0.0141254,0
door_operation_point,neutron,0.0141254,0.0215443,0
door_operation_point,neutron,0.0215443,0.0328599,0
door_operation_point,neutron,0.0328599,0.0501187,0
door_operation_point,neutron,0.0501187,0.0764422,0
door_operation_point,neutron,0.0764422,0.116591,0
door_operation_point,neutron,0.116591,0.177828,0
door_operation_point,neutron,0.177828,0.271227,0
door_operation_point,neutron,0.271227,0.413682,0
door_operation_point,neutron,0.413682,0.630957,0
door_operation_point,neutron,0.630957,0.962351,0
door_operation_point,neutron,0.962351,1.4678,0
door_operation_point,neutron,1.4678,2.23872,0
door_operation_point,neutron,2.23872,3.41455,0
door_operation_point,neutron,3.41455,5.20795,0
door_operation_point,neutron,5.20795,7.94328,0
door_operation_point,neutron,7.94328,12.1153,0
door_operation_point,neutron,12.1153,18.4785,0
door_operation_point,neutron,18.4785,28.1838,0
door_operation_point,neutron,28.1838,42.9866,0
door_operation_point,neutron,42.9866,65.5642,0
door_operation_point,neutron,65.5642,100,0
