ix,iy,iz,gamma_dose_Sv_per_h,neutron_dose_Sv_per_h,total_dose_Sv_per_h,gamma_flux_cm2_s_per_primary,neutron_flux_cm2_s_per_primary
107,126,78,0,19.6057,19.6057,0,3.61425e-08
108,126,78,0,0.421348,0.421348,0,1.36582e-08
79,127,78,0.294335,0,0.294335,5.02584e-08,0
91,127,78,0.127471,0,0.127471,9.39616e-09,0
98,127,78,0,257.545,257.545,0,2.56914e-07
100,127,78,0,321.76,321.76,0,2.50197e-07
101,127,78,0,9.97637,9.97637,0,7.3457e-09
102,127,78,0,77.8021,77.8021,0,9.78608e-08
103,127,78,0.000300635,23.1315,23.1318,8.16943e-12,3.58352e-08
104,127,78,0.0123809,0,0.0123809,2.70071e-09,0
106,127,78,0,0.14837,0.14837,0,4.84276e-09
107,127,78,0,13.5975,13.5975,0,1.87813e-08
108,127,78,0,0.583894,0.583894,0,1.89273e-08
97,128,78,0.0261745,0,0.0261745,6.72156e-10,0
100,128,78,0,0.30092,0.30092,0,8.05059e-09
101,128,78,0.623436,0.128399,0.751834,1.67057e-08,3.10842e-09
102,128,78,0.0973853,0,0.0973853,1.2199e-08,0
103,128,78,0.0820522,0,0.0820522,9.10223e-09,0
91,129,78,0,8.53816,8.53816,0,2.77864e-08
99,129,78,0,0.488728,0.488728,0,1.28775e-08
100,129,78,0.268335,4.23509,4.50342,1.39248e-08,1.10252e-07
101,129,78,0,0.243833,0.243833,0,5.70879e-09
103,129,78,0.284872,0,0.284872,7.27542e-09,0
89,130,78,0,3.68789,3.68789,0,3.08443e-08
90,130,78,0,11.5199,11.5199,0,3.90346e-08
95,130,78,0.103674,0,0.103674,2.53294e-09,0
100,130,78,0.0672573,612.026,612.094,1.65996e-09,3.81354e-07
102,130,78,0.396165,0,0.396165,2.51203e-08,0
90,131,78,0,6.00535,6.00535,0,6.43267e-08
92,131,78,0.0307406,0,0.0307406,2.92807e-09,0
93,131,78,0.102861,0,0.102861,9.98538e-09,0
94,131,78,0,1.66705,1.66705,0,1.13425e-08
96,131,78,0,25.2836,25.2836,0,2.40664e-08
90,132,78,0,2.56215,2.56215,0,3.25401e-08
93,132,78,0.0411751,0,0.0411751,9.88022e-10,0
95,132,78,0.0307759,18.2112,18.242,7.0548e-09,1.90627e-08
96,132,78,0,12.0192,12.0192,0,1.17782e-08
97,132,78,0,72.503,72.503,0,1.30837e-07
101,132,78,0,32.6958,32.6958,0,1.65317e-07
102,132,78,0.0126611,0,0.0126611,3.65284e-10,0
95,133,78,0,16.881,16.881,0,1.66699e-08
96,133,78,0,63.2996,63.2996,0,6.52332e-08
97,133,78,0,14.3034,14.3034,0,1.57628e-08
90,134,78,0,8.18364,8.18364,0,9.61698e-09
91,134,78,0,16.2135,16.2135,0,1.9286e-08
97,134,78,0,23.0633,23.0633,0,2.44715e-08
102,134,78,0,23.5543,23.5543,0,1.90366e-08
104,134,78,0,0.207346,0.207346,0,2.64768e-09
103,135,78,0,38.142,38.142,0,4.88547e-08
104,135,78,0,5.90239,5.90239,0,6.67154e-08
91,136,78,0,0.0368555,0.0368555,0,1.25748e-09
92,136,78,0,0.391556,0.391556,0,1.08079e-08
104,136,78,0,0.608473,0.608473,0,1.37961e-08
105,136,78,0,0.721615,0.721615,0,2.35748e-08
92,137,78,0,0.608526,0.608526,0,1.89609e-08
102,137,78,0.156915,0,0.156915,4.99359e-08,0
103,137,78,0.693477,0,0.693477,2.71823e-08,0
105,137,78,0,0.848087,0.848087,0,1.79425e-08
92,138,78,0,1.20385,1.20385,0,2.90148e-08
93,138,78,2.7028,1.74868,4.45147,7.678e-08,4.22627e-08
105,138,78,0,0.324311,0.324311,0,7.03641e-09
91,139,78,0,0.503197,0.503197,0,1.22942e-08
92,139,78,0,2.87192,2.87192,0,7.24339e-08
93,139,78,0,0.251396,0.251396,0,7.27033e-09
102,139,78,0.0422623,0,0.0422623,1.41436e-08,0
102,140,78,0.0505162,0,0.0505162,1.32677e-08,0
105,140,78,0.285996,0,0.285996,1.25461e-08,0
102,141,78,0.0532774,0,0.0532774,9.87504e-09,0
106,114,79,0,6.42388,6.42388,0,4.11889e-09
83,115,79,0.149776,0,0.149776,2.74741e-08,0
84,115,79,0.106,0,0.106,2.31723e-08,0
84,116,79,0.945085,2.20731,3.15239,5.5323e-08,5.29484e-08
85,116,79,0,2.44155,2.44155,0,5.96065e-08
86,116,79,0,1.34593,1.34593,0,4.04856e-08
103,116,79,0,7.90346,7.90346,0,6.05549e-09
104,116,79,0,1.50084,1.50084,0,1.14992e-09
81,117,79,0.019171,0,0.019171,6.76754e-09,0
82,117,79,0.0451959,0,0.0451959,1.58355e-08,0
83,117,79,0.101698,0,0.101698,3.46007e-08,0
85,117,79,0,1.94018,1.94018,0,4.93749e-08
86,117,79,0,4.67446,4.67446,0,3.84313e-08
100,117,79,0,12.2496,12.2496,0,1.1137e-08
101,117,79,0,30.6135,30.6135,0,2.82259e-08
103,117,79,0,6.67047,6.67047,0,5.44225e-09
108,117,79,0,2.01613,2.01613,0,1.00751e-08
82,118,79,0.0304969,0,0.0304969,1.09103e-08,0
87,118,79,0.110257,0,0.110257,2.64569e-09,0
91,118,79,0,24.5268,24.5268,0,1.90858e-08
100,118,79,0,12.7871,12.7871,0,1.64968e-08
101,118,79,0,11.5063,11.5063,0,1.51336e-08
108,118,79,0,5.32607,5.32607,0,2.68698e-08
109,118,79,0,3.32145,3.32145,0,1.85234e-08
90,119,79,0,74.8331,74.8331,0,5.95027e-08
97,119,79,0,5.64424,5.64424,0,1.42888e-08
100,119,79,0,0.144112,0.144112,0,4.8993e-09
102,119,79,0,0.299025,0.299025,0,9.93058e-09
103,119,79,0,0.320217,0.320217,0,1.06308e-08
108,119,79,0,0.864442,0.864442,0,7.67563e-09
109,119,79,0,9.39004,9.39004,0,6.72736e-08
92,120,79,0,6.60225,6.60225,0,4.9158e-09
96,120,79,0,26.5259,26.5259,0,2.17947e-08
97,120,79,0,26.7056,26.7056,0,3.58075e-08
98,120,79,0,6.19593,6.19593,0,1.41457e-08
100,120,79,0,37.0309,37.0309,0,2.30935e-08
101,120,79,0.063672,0,0.063672,6.20471e-09,0
103,120,79,0,7.4918,7.4918,0,2.15607e-08
105,120,79,0.112148,0,0.112148,4.5227e-09,0
107,120,79,0,39.8458,39.8458,0,2.75432e-08
108,120,79,0,23.6207,23.6207,0,1.36857e-07
109,120,79,0,5.09407,5.09407,0,4.03608e-08
90,121,79,0.00234203,0,0.00234203,5.61984e-11,0
92,121,79,0,9.42694,9.42694,0,7.03945e-09
100,121,79,0,38.866,38.866,0,8.2744e-08
102,121,79,0,8.68066,8.68066,0,2.37539e-08
103,121,79,0,14.8547,14.8547,0,4.44879e-08
108,121,79,0,3.63582,3.63582,0,3.81289e-08
109,121,79,0,2.55268,2.55268,0,2.78224e-08
89,122,79,0.0091243,0,0.0091243,2.18943e-10,0
90,122,79,0.521592,0.697891,1.21948,1.5988e-08,2.00368e-08
91,122,79,0.108849,36.3266,36.4355,8.05007e-09,2.66865e-08
92,122,79,0,4.41752,4.41752,0,3.24427e-09
98,122,79,0.109375,0,0.109375,1.02301e-08,0
99,122,79,0.0125426,0,0.0125426,3.00967e-10,0
100,122,79,0,4.63081,4.63081,0,1.53695e-08
107,122,79,0,1.45815,1.45815,0,1.54682e-08
108,122,79,0,2.21465,2.21465,0,2.543e-08
109,122,79,0,0.678871,0.678871,0,7.46061e-09
89,123,79,0,0.829686,0.829686,0,2.36896e-08
90,123,79,0,0.198973,0.198973,0,5.60243e-09
97,123,79,0,0.379807,0.379807,0,1.04401e-08
99,123,79,0,50.1991,50.1991,0,5.94418e-08
100,123,79,0,69.3547,69.3547,0,8.64661e-08
106,123,79,0,16.0091,16.0091,0,1.86342e-08
96,124,79,0,0.0664406,0.0664406,0,1.94681e-09
97,124,79,0,0.184749,0.184749,0,6.10918e-09
98,124,79,0,38.9192,38.9192,0,8.94575e-08
99,124,79,0,4.50083,4.50083,0,1.03931e-08
100,124,79,0,8.92297,8.92297,0,1.53029e-08
105,124,79,0,28.0565,28.0565,0,2.19094e-08
106,124,79,0,11.4723,11.4723,0,9.44522e-09
96,125,79,0,4.06753,4.06753,0,7.37799e-09
98,125,79,0,0.333837,0.333837,0,1.10941e-08
104,125,79,0,23.5044,23.5044,0,1.57029e-08
105,125,79,0,62.1146,62.1146,0,5.64888e-08
106,125,79,0,9.0182,9.0182,0,6.52953e-09
107,125,79,0,114.394,114.394,0,8.59266e-08
96,126,79,0,4.30826,4.30826,0,7.81659e-09
101,126,79,0,14.0227,14.0227,0,9.91866e-09
102,126,79,0,4.69823,4.69823,0,7.99462e-09
104,126,79,0,9.25908,9.25908,0,1.18293e-08
105,126,79,0,73.555,73.555,0,5.70846e-08
106,126,79,0,9.67156,9.67156,0,5.45359e-08
107,126,79,0,3.09397,3.09397,0,9.51764e-09
100,127,79,0,17.9936,17.9936,0,1.29757e-08
101,127,79,0,6.84819,6.84819,0,4.85038e-09
103,127,79,0,21.422,21.422,0,3.63718e-08
105,127,79,0,0.368065,0.368065,0,1.21382e-08
106,127,79,0,1.40822,1.40822,0,4.65269e-08
107,127,79,0,0.472141,0.472141,0,1.54456e-08
102,128,79,0,0.984045,0.984045,0,2.29992e-08
103,128,79,0,15.3494,15.3494,0,2.55884e-08
90,129,79,0,3.59103,3.59103,0,1.19366e-08
100,129,79,0.0215381,0,0.0215381,1.8789e-09,0
89,130,79,0,19.7817,19.7817,0,1.01057e-07
90,130,79,0,2.28032,2.28032,0,9.98569e-09
95,130,79,0,0.430126,0.430126,0,1.1539e-08
96,130,79,0,0.943576,0.943576,0,2.35796e-08
100,130,79,0.0140885,0,0.0140885,3.38063e-10,0
88,131,79,0,1.05726,1.05726,0,3.6828e-09
89,131,79,0,14.954,14.954,0,9.75898e-08
90,131,79,0,7.96409,7.96409,0,7.88424e-08
94,131,79,0,1.63567,1.63567,0,1.13289e-08
96,131,79,0,0.656027,0.656027,0,1.6257e-08
101,131,79,0.0150551,0,0.0150551,1.39462e-09,0
103,131,79,0,0.412699,0.412699,0,8.0704e-09
104,131,79,0,0.867953,0.867953,0,1.702e-08
94,132,79,0,3.5007,3.5007,0,2.57292e-08
95,132,79,0,24.183,24.183,0,2.57391e-08
112,132,79,0.025241,0,0.025241,8.98123e-09,0
112,133,79,0.0774001,0,0.0774001,1.81576e-08,0
104,135,79,0,0.916438,0.916438,0,3.11571e-08
104,136,79,0,1.27151,1.27151,0,4.13012e-08
102,137,79,0.0422814,0,0.0422814,1.53583e-08,0
93,138,79,0,0.917851,0.917851,0,2.14273e-08
104,138,79,0.615294,0.0217895,0.637084,1.69747e-08,6.61633e-10
105,138,79,0,0.434685,0.434685,0,9.43525e-09
106,114,80,0.00767025,23.3024,23.31,1.84152e-10,2.67593e-08
85,115,80,0.0401299,0,0.0401299,1.0989e-08,0
106,115,80,0,13.637,13.637,0,1.36695e-08
107,115,80,0,20.6214,20.6214,0,2.09338e-08
85,116,80,0,0.093488,0.093488,0,2.60225e-09
105,116,80,0,10.1757,10.1757,0,1.05473e-08
106,116,80,0,22.8615,22.8615,0,2.34799e-08
85,117,80,0,0.505778,0.505778,0,1.10624e-08
86,117,80,0,0.0950245,0.0950245,0,2.54749e-09
104,117,80,0,60.1534,60.1534,0,5.25507e-08
91,118,80,0,22.7751,22.7751,0,1.74348e-08
100,118,80,0,8.58599,8.58599,0,7.59973e-09
101,118,80,0,15.4814,15.4814,0,1.3538e-08
108,118,80,0,1.49112,1.49112,0,9.45313e-09
90,119,80,0,12.7016,12.7016,0,1.00476e-08
100,119,80,0,14.3916,14.3916,0,1.28257e-08
108,119,80,0,7.77168,7.77168,0,5.37419e-08
92,120,80,0,22.3117,22.3117,0,1.67749e-08
96,120,80,0,24.2793,24.2793,0,1.99531e-08
98,120,80,0,9.436,9.436,0,1.59536e-08
99,120,80,0,17.4768,17.4768,0,3.56182e-08
101,120,80,0,21.9023,21.9023,0,1.36569e-08
107,120,80,0,9.373,9.373,0,6.43743e-09
108,120,80,0,8.82395,8.82395,0,6.0906e-09
98,121,80,0,8.27184,8.27184,0,1.35834e-08
99,121,80,0,4.97287,4.97287,0,8.0163e-09
107,121,80,0,18.1566,18.1566,0,1.25748e-08
90,122,80,0,0.737212,0.737212,0,2.56739e-08
100,122,80,0,4.6281,4.6281,0,1.47538e-08
100,123,80,0,31.2778,31.2778,0,4.20473e-08
105,123,80,0,18.9238,18.9238,0,2.26079e-08
106,123,80,0,33.6428,33.6428,0,3.74823e-08
99,124,80,0,32.2434,32.2434,0,2.54298e-08
105,124,80,0,24.3104,24.3104,0,2.95758e-08
106,124,80,0,33.3936,33.3936,0,2.62007e-08
107,124,80,0,32.9269,32.9269,0,3.38897e-08
108,124,80,0,22.5998,22.5998,0,1.68565e-08
104,125,80,0,1.21655,1.21655,0,2.1346e-09
105,125,80,0,3.10396,3.10396,0,3.94815e-09
106,125,80,0,4.69972,4.69972,0,4.9184e-08
107,125,80,0,52.2032,52.2032,0,5.28084e-08
95,126,80,0,5.26858,5.26858,0,4.78614e-09
96,126,80,0,18.9439,18.9439,0,1.72594e-08
103,126,80,0,0.910274,0.910274,0,1.27471e-08
104,126,80,0,17.5669,17.5669,0,2.8129e-08
105,126,80,0,18.0595,18.0595,0,2.7498e-08
106,126,80,0,7.12941,7.12941,0,2.68556e-08
107,126,80,0,41.728,41.728,0,8.45015e-08
101,127,80,0,0.19742,0.19742,0,4.64726e-09
103,127,80,0,4.55176,4.55176,0,7.60406e-09
106,127,80,0,0.366395,0.366395,0,1.20342e-08
107,127,80,0,0.1468,0.1468,0,4.96461e-09
108,127,80,0,0.13494,0.13494,0,4.51445e-09
101,128,80,0,1.27464,1.27464,0,2.99266e-08
102,128,80,0,0.151154,0.151154,0,3.54599e-09
102,129,80,0,1.52554,1.52554,0,3.50661e-08
103,129,80,0,0.418635,0.418635,0,9.53257e-09
90,130,80,0,5.00734,5.00734,0,2.28548e-08
91,130,80,0,2.01036,2.01036,0,9.41318e-09
92,130,80,0,0.357426,0.357426,0,7.2381e-09
95,130,80,0,1.01388,1.01388,0,2.89276e-08
96,130,80,0,0.24318,0.24318,0,7.17583e-09
103,130,80,0,2.2035,2.2035,0,4.67897e-08
104,130,80,0,0.398343,0.398343,0,7.7883e-09
90,131,80,0,4.65647,4.65647,0,3.17405e-08
91,131,80,0,2.66049,2.66049,0,2.05641e-08
93,131,80,0,0.17882,0.17882,0,5.72287e-09
94,131,80,0.173143,2.74811,2.92126,5.6869e-09,6.95879e-08
95,131,80,0,4.98758,4.98758,0,8.33782e-08
96,131,80,0,0.915674,0.915674,0,2.30137e-08
103,131,80,0,3.26622,3.26622,0,6.73146e-08
104,131,80,0,1.26132,1.26132,0,2.71826e-08
91,132,80,0,0.561225,0.561225,0,7.30315e-09
92,132,80,0,3.25781,3.25781,0,4.64678e-08
93,132,80,0,0.690803,0.690803,0,1.35968e-08
94,132,80,0,1.40476,1.40476,0,1.14411e-08
95,132,80,0,1.63802,1.63802,0,1.71999e-08
96,132,80,0,0.789631,0.789631,0,1.93508e-08
102,132,80,0,0.321453,0.321453,0,6.70632e-09
103,132,80,0,3.62884,3.62884,0,7.77495e-08
104,132,80,0,0.682469,0.682469,0,1.43159e-08
104,133,80,0,1.37064,1.37064,0,2.96859e-08
111,133,80,0.064957,0,0.064957,1.67918e-08,0
112,133,80,0.125673,0,0.125673,2.44122e-08,0
104,134,80,0,0.775727,0.775727,0,1.77006e-08
105,134,80,0,0.655204,0.655204,0,1.57241e-08
105,114,81,0,0.278889,0.278889,0,9.3137e-09
104,115,81,0,0.632123,0.632123,0,1.87614e-08
105,115,81,0,1.22787,1.22787,0,3.88344e-08
106,115,81,0,20.9899,20.9899,0,2.12007e-08
105,116,81,0,11.0304,11.0304,0,1.18657e-08
91,118,81,0,3.76347,3.76347,0,2.87498e-09
97,119,81,0,13.1234,13.1234,0,1.09722e-08
98,119,81,0,8.63232,8.63232,0,7.54964e-09
108,119,81,0,4.939,4.939,0,2.71913e-08
92,120,81,0,52.4155,52.4155,0,3.99484e-08
98,120,81,0,13.4568,13.4568,0,2.15629e-08
99,120,81,0,5.88816,5.88816,0,1.33881e-08
102,120,81,0,0.464722,0.464722,0,1.35169e-08
103,120,81,0,1.28528,1.28528,0,4.2207e-08
107,120,81,0,10.0904,10.0904,0,1.71402e-08
108,120,81,0,4.9051,4.9051,0,2.18136e-08
99,121,81,0,3.00494,3.00494,0,8.50057e-09
100,121,81,0,4.27979,4.27979,0,1.27697e-08
102,121,81,0,4.19366,4.19366,0,4.12611e-08
103,121,81,0,0.608551,0.608551,0,7.19047e-09
107,121,81,0,27.7635,27.7635,0,2.73532e-08
95,122,81,0,1.2341,1.2341,0,2.92695e-08
99,122,81,0,5.56144,5.56144,0,1.68849e-08
100,122,81,0,0.963602,0.963602,0,2.98632e-09
96,123,81,0,0.402476,0.402476,0,1.25244e-08
97,123,81,0,0.565931,0.565931,0,1.714e-08
107,123,81,0,16.0536,16.0536,0,1.31936e-08
106,124,81,0,9.8353,9.8353,0,9.91479e-09
107,124,81,0,13.8042,13.8042,0,1.44404e-08
96,125,81,0,17.92,17.92,0,2.16161e-08
106,125,81,0,0.357662,0.357662,0,1.20086e-08
107,125,81,0,3.95314,3.95314,0,5.66959e-08
103,126,81,0,3.92388,3.92388,0,1.55302e-08
104,126,81,0,2.78172,2.78172,0,1.01717e-08
105,126,81,0,8.64223,8.64223,0,1.94114e-08
106,126,81,0,42.4589,42.4589,0,3.55537e-08
107,126,81,0,2.27331,2.27331,0,4.30018e-08
108,126,81,0,0.271538,0.271538,0,9.08988e-09
102,127,81,0,1.15827,1.15827,0,2.7274e-08
103,127,81,0,1.28583,1.28583,0,3.23636e-08
104,127,81,0,0.996475,0.996475,0,1.57648e-08
107,127,81,0,0.309149,0.309149,0,1.04117e-08
108,127,81,0,1.23522,1.23522,0,4.13705e-08
102,128,81,0,0.117822,0.117822,0,2.79921e-09
103,128,81,0,0.277784,0.277784,0,8.80604e-09
92,130,81,0,0.696894,0.696894,0,1.68038e-08
103,130,81,0,0.344657,0.344657,0,7.81083e-09
104,130,81,0,0.729145,0.729145,0,1.42401e-08
105,130,81,0,0.707737,0.707737,0,1.38245e-08
90,131,81,0,1.55832,1.55832,0,9.41246e-09
91,131,81,0,2.16937,2.16937,0,2.95865e-08
92,131,81,0,1.47595,1.47595,0,2.95886e-08
93,131,81,0,0.876013,0.876013,0,1.72583e-08
94,131,81,0,1.66292,1.66292,0,5.19801e-08
95,131,81,0.43719,0.308636,0.745825,3.22109e-08,9.89218e-09
102,131,81,0,0.527647,0.527647,0,1.19436e-08
103,131,81,0,0.504952,0.504952,0,1.11289e-08
104,131,81,0,3.3459,3.3459,0,6.91133e-08
105,131,81,0,0.550961,0.550961,0,1.07577e-08
92,132,81,0,1.25536,1.25536,0,2.15237e-08
94,132,81,0,1.99365,1.99365,0,3.48801e-08
95,132,81,0,3.72991,3.72991,0,9.88498e-08
96,132,81,0.447733,1.13188,1.57961,1.33824e-08,3.21206e-08
103,132,81,0,2.46822,2.46822,0,4.86839e-08
104,132,81,0,3.57718,3.57718,0,7.13222e-08
105,132,81,0.686571,0.849018,1.53559,2.90684e-08,2.09983e-08
94,133,81,0,1.3769,1.3769,0,2.68866e-08
95,133,81,0,1.87922,1.87922,0,4.48529e-08
96,133,81,0,1.19666,1.19666,0,3.48855e-08
103,133,81,0,1.51175,1.51175,0,3.06394e-08
104,133,81,0,1.21005,1.21005,0,3.16764e-08
105,133,81,0,0.808923,0.808923,0,1.95357e-08
106,133,81,0,0.089452,0.089452,0,2.1196e-09
104,134,81,0,1.13502,1.13502,0,2.91855e-08
105,134,81,0,0.510963,0.510963,0,1.22671e-08
103,114,82,0,0.987758,0.987758,0,2.22422e-08
105,114,82,0,0.227787,0.227787,0,7.62968e-09
103,115,82,0,1.3415,1.3415,0,3.49054e-08
104,115,82,0,0.232244,0.232244,0,6.95751e-09
105,115,82,0,1.78563,1.78563,0,5.09381e-08
105,116,82,0,8.19936,8.19936,0,3.15041e-08
98,119,82,0,12.1466,12.1466,0,1.85532e-08
106,119,82,0.0468255,0,0.0468255,1.5911e-08,0
107,119,82,0.00754438,0,0.00754438,2.50004e-09,0
94,120,82,0,0.36892,0.36892,0,8.97849e-09
98,120,82,0,6.44018,6.44018,0,6.82497e-09
107,120,82,0.106573,0,0.106573,2.30168e-08,0
96,121,82,0,0.501445,0.501445,0,1.44002e-08
108,121,82,0.193556,0,0.193556,5.19867e-09,0
95,122,82,0,0.952015,0.952015,0,2.30703e-08
96,122,82,0,1.49104,1.49104,0,4.22936e-08
95,123,82,0,0.836338,0.836338,0,1.75521e-08
96,123,82,0,0.327778,0.327778,0,1.03272e-08
97,123,82,0,2.89618,2.89618,0,4.52925e-08
107,123,82,0,6.50562,6.50562,0,5.54556e-09
96,124,82,0,0.737882,0.737882,0,2.44255e-08
97,124,82,0,6.93009,6.93009,0,4.29823e-08
97,125,82,0,4.26981,4.26981,0,6.85037e-09
104,126,82,0,2.15337,2.15337,0,2.07492e-08
105,126,82,0,4.33519,4.33519,0,1.86298e-08
102,127,82,0,1.25348,1.25348,0,3.57961e-08
103,127,82,0,9.7552,9.7552,0,5.25212e-08
105,127,82,0,52.3907,52.3907,0,4.04237e-08
106,127,82,0.157394,0,0.157394,5.34201e-09,0
102,128,82,0,1.13339,1.13339,0,3.25621e-08
103,128,82,0,1.51545,1.51545,0,4.44352e-08
104,128,82,0,7.02232,7.02232,0,7.84787e-09
91,130,82,0,0.345041,0.345041,0,9.83854e-09
92,130,82,0,0.952238,0.952238,0,2.98361e-08
93,130,82,0,0.782393,0.782393,0,2.38728e-08
106,130,82,0.0801707,0,0.0801707,2.54737e-08,0
91,131,82,0,1.68569,1.68569,0,4.66983e-08
92,131,82,0,1.50197,1.50197,0,4.17011e-08
95,131,82,0.0913351,0,0.0913351,2.63577e-08,0
106,131,82,0.172009,0,0.172009,2.84912e-08,0
92,132,82,0,0.667957,0.667957,0,1.42741e-08
96,132,82,0.00598457,0,0.00598457,1.97435e-09,0
105,132,82,0,1.42221,1.42221,0,3.78903e-08
106,132,82,0.158793,0.132206,0.290999,2.63298e-08,3.95195e-09
107,132,82,0.019753,0,0.019753,6.00176e-09,0
105,133,82,0,0.908869,0.908869,0,2.32677e-08
106,133,82,0,0.906221,0.906221,0,2.30911e-08
104,134,82,0,1.17084,1.17084,0,2.86676e-08
105,134,82,0,1.22963,1.22963,0,2.80299e-08
103,113,83,0,2.10884,2.10884,0,5.19863e-08
104,113,83,0,0.743727,0.743727,0,1.84421e-08
103,114,83,0,1.90088,1.90088,0,4.15729e-08
104,114,83,0,1.48359,1.48359,0,3.55408e-08
103,115,83,0,0.538421,0.538421,0,1.23325e-08
105,115,83,0.704338,0,0.704338,3.41459e-08,0
105,117,83,0.0327613,0,0.0327613,6.13265e-09,0
106,117,83,0.0728617,0,0.0728617,2.48138e-08,0
105,118,83,0.0600851,0,0.0600851,1.48431e-08,0
106,118,83,0.00539404,0,0.00539404,1.86129e-09,0
106,119,83,0.0364439,0,0.0364439,1.30682e-08,0
107,119,83,0.0496612,0,0.0496612,1.73731e-08,0
94,120,83,0,0.984462,0.984462,0,2.20545e-08
107,120,83,0.0293303,0,0.0293303,6.09291e-09,0
93,121,83,0,1.13035,1.13035,0,2.48189e-08
94,121,83,0,0.909493,0.909493,0,1.78873e-08
94,122,83,0,1.61875,1.61875,0,3.21107e-08
95,122,83,0,0.67145,0.67145,0,1.30832e-08
94,123,83,0,0.142382,0.142382,0,2.96425e-09
100,126,83,0.0674058,0,0.0674058,1.84589e-08,0
103,126,83,0,1.36325,1.36325,0,3.83121e-08
102,127,83,0,0.176103,0.176103,0,5.44278e-09
103,127,83,0,0.0696988,0.0696988,0,8.95934e-10
104,127,83,0,11.4373,11.4373,0,1.54952e-08
103,128,83,0,3.27303,3.27303,0,6.45432e-09
105,128,83,0.0866461,0,0.0866461,2.75324e-08,0
106,128,83,0.0504612,0,0.0504612,1.63798e-08,0
105,129,83,0.0254186,0,0.0254186,9.17614e-09,0
91,131,83,0,0.559472,0.559472,0,1.57839e-08
92,131,83,0,0.273365,0.273365,0,7.7e-09
105,132,83,0.0344119,0,0.0344119,5.65289e-09,0
106,132,83,0.271103,0,0.271103,2.20899e-08,0
107,132,83,0.0805771,0,0.0805771,1.87603e-08,0
106,133,83,0,0.295423,0.295423,0,7.299e-09
104,114,84,0.961981,2.15796,3.11994,2.6539e-08,5.32442e-08
93,116,84,0.112521,0,0.112521,1.98949e-08,0
92,117,84,0.0933809,0,0.0933809,8.72348e-09,0
93,117,84,0.0697119,0,0.0697119,1.1584e-08,0
94,117,84,0.0724544,0,0.0724544,2.40559e-08,0
93,118,84,0.279131,0,0.279131,2.89512e-08,0
94,120,84,0.78422,0.292916,1.07714,8.82054e-08,7.20545e-09
94,121,84,0.00628171,0,0.00628171,1.879e-10,0
92,122,84,0.264282,0,0.264282,6.81706e-08,0
99,125,84,0.367368,0,0.367368,5.14028e-08,0
99,126,84,0.022266,0,0.022266,7.93521e-09,0
103,126,84,0,0.260391,0.260391,0,7.03306e-09
104,126,84,0,1.35408,1.35408,0,3.28983e-08
106,128,84,0.0106962,0,0.0106962,3.62303e-09,0
93,116,85,0.147659,0,0.147659,2.75613e-08,0
92,117,85,1.61548,0,1.61548,4.43175e-08,0
93,117,85,0.0708641,0,0.0708641,1.70592e-08,0
93,120,85,0.078295,0,0.078295,2.77039e-08,0
92,122,85,0.0599557,0,0.0599557,1.40369e-08,0
103,126,85,2.26447,0.596967,2.86144,6.95238e-08,1.47038e-08
93,116,86,0.0751774,0,0.0751774,1.42113e-08,0
93,117,86,0.0384256,0,0.0384256,9.64244e-09,0
93,118,86,0.0417849,0,0.0417849,1.00589e-08,0
94,119,86,0.0324336,0,0.0324336,9.08788e-09,0
94,119,87,0.115608,0,0.115608,4.09537e-08,0
