ix,iy,iz,gamma_dose_Sv_per_h,neutron_dose_Sv_per_h,total_dose_Sv_per_h,gamma_flux_cm2_s_per_primary,neutron_flux_cm2_s_per_primary
111,128,57,0,0.63255,0.63255,0,1.62814e-08
78,129,57,0.105844,0,0.105844,1.70536e-08,0
90,129,57,0.396516,4.1769,4.57342,2.06504e-08,5.1842e-09
91,129,57,0,9.0191,9.0191,0,1.34292e-08
108,129,57,0,0.0652055,0.0652055,0,1.41618e-09
109,129,57,0,0.709203,0.709203,0,1.46664e-08
111,129,57,0,1.27894,1.27894,0,2.99274e-08
89,130,57,0,7.67752,7.67752,0,1.7818e-08
90,130,57,0,25.5954,25.5954,0,4.09171e-08
91,130,57,0.344639,4.36065,4.70528,1.92709e-08,5.64886e-09
89,131,57,0,26.5026,26.5026,0,3.63724e-08
110,131,57,0.132984,0,0.132984,1.8917e-08,0
95,132,57,0.184603,0,0.184603,6.21728e-09,0
96,132,57,0,6.33842,6.33842,0,2.15606e-07
100,132,57,0.308013,0,0.308013,7.44602e-09,0
104,132,57,0,29.3788,29.3788,0,2.44886e-08
107,132,57,0,0.377399,0.377399,0,1.27995e-08
108,132,57,0,0.384831,0.384831,0,1.28615e-08
109,132,57,0,0.516139,0.516139,0,1.7105e-08
110,132,57,0,1.25381,1.25381,0,4.1072e-08
97,133,57,0,0.78978,0.78978,0,2.652e-08
102,133,57,0,22.4485,22.4485,0,3.57459e-08
108,133,57,0,0.390493,0.390493,0,1.30559e-08
109,133,57,0,0.50615,0.50615,0,1.6898e-08
101,134,57,0,2.38535,2.38535,0,3.54773e-09
98,136,57,0,0.00941351,0.00941351,0,2.33997e-10
97,137,57,0.0772658,0,0.0772658,1.65559e-08,0
98,137,57,0.0554569,0,0.0554569,1.13579e-08,0
95,111,58,0,0.0140316,0.0140316,0,5.53947e-10
92,113,58,0.0340156,0,0.0340156,1.11099e-08,0
94,113,58,0,3.58044,3.58044,0,1.75924e-08
96,113,58,0,13.7071,13.7071,0,1.10668e-08
101,113,58,0,26.2209,26.2209,0,1.7984e-08
102,113,58,0,24.0642,24.0642,0,1.6591e-08
94,114,58,0,0.798175,0.798175,0,2.50619e-08
95,114,58,0,31.4938,31.4938,0,2.28779e-08
101,114,58,0,6.82013,6.82013,0,4.64683e-09
102,114,58,0,33.5284,33.5284,0,2.29401e-08
103,114,58,0,9.31996,9.31996,0,1.16237e-08
105,114,58,0,27.7752,27.7752,0,6.08644e-08
85,115,58,0.337889,1.6069,1.94479,1.21116e-08,4.07423e-08
86,115,58,0,0.464598,0.464598,0,1.13518e-08
95,115,58,0,16.4583,16.4583,0,1.19514e-08
100,115,58,0,9.74941,9.74941,0,1.11157e-08
102,115,58,0,15.8272,15.8272,0,2.38283e-08
104,115,58,0,25.9692,25.9692,0,7.31274e-08
105,115,58,0,12.3597,12.3597,0,3.27665e-08
85,116,58,0,0.885136,0.885136,0,2.10449e-08
86,116,58,0,1.3077,1.3077,0,3.12607e-08
94,116,58,0,2.80542,2.80542,0,9.07038e-08
98,116,58,0.00633569,0,0.00633569,1.88455e-09,0
99,116,58,0.0289214,97.5471,97.576,2.59005e-09,7.81621e-08
100,116,58,0,13.9976,13.9976,0,1.57733e-08
101,116,58,0.641046,0,0.641046,9.8897e-08,0
103,116,58,0,21.6551,21.6551,0,8.02349e-08
104,116,58,0,1.04003,1.04003,0,3.21547e-09
109,116,58,0,0.943881,0.943881,0,1.85885e-08
110,116,58,0,0.874204,0.874204,0,1.7048e-08
86,117,58,0,2.006,2.006,0,5.21516e-08
108,117,58,0,0.623412,0.623412,0,1.24034e-08
109,117,58,0,1.84612,1.84612,0,3.64371e-08
110,117,58,0,1.30541,1.30541,0,2.55134e-08
91,118,58,0,596.705,596.705,0,3.71302e-07
88,119,58,0,4.50044,4.50044,0,1.8946e-08
89,119,58,0,3.65342,3.65342,0,5.18713e-08
90,119,58,0,6.88227,6.88227,0,4.11346e-08
89,120,58,0,2.74986,2.74986,0,3.46217e-08
90,120,58,0,1.71337,1.71337,0,2.29725e-08
91,121,58,0,50.7019,50.7019,0,4.33035e-08
90,122,58,0,1.51611,1.51611,0,4.12712e-09
109,122,58,0,1.66745,1.66745,0,1.45077e-08
110,122,58,0,1.05398,1.05398,0,8.78918e-09
107,124,58,0,0.174931,0.174931,0,9.79161e-10
108,125,58,0,4.6615,4.6615,0,2.49887e-08
91,126,58,0,13.6019,13.6019,0,9.4419e-09
108,126,58,0,5.45633,5.45633,0,2.61892e-08
90,127,58,0,25.4239,25.4239,0,1.7543e-08
108,127,58,0,3.81608,3.81608,0,1.75922e-08
78,128,58,0.0614751,0,0.0614751,1.37934e-08,0
90,128,58,0,34.9418,34.9418,0,2.41189e-08
110,128,58,0,2.39457,2.39457,0,5.73815e-08
111,128,58,0,1.24039,1.24039,0,3.65833e-08
112,128,58,0,0.172661,0.172661,0,3.67171e-09
78,129,58,0.0345135,0,0.0345135,1.10317e-08,0
89,129,58,0,63.7295,63.7295,0,4.42383e-08
110,129,58,0,0.757346,0.757346,0,1.8206e-08
111,129,58,0,0.221919,0.221919,0,5.56241e-09
91,130,58,0.0326248,0,0.0326248,1.47681e-09,0
107,131,58,0,4.78749,4.78749,0,9.65446e-08
91,132,58,0.0583536,8.50195,8.56031,5.4606e-09,3.10653e-08
92,132,58,0,59.2098,59.2098,0,2.4725e-07
95,132,58,0.0318908,0,0.0318908,7.65239e-10,0
96,132,58,0.0203212,0.292051,0.312372,5.7908e-09,9.85359e-09
97,132,58,0,0.811085,0.811085,0,2.71531e-08
106,132,58,0,0.258101,0.258101,0,8.66752e-09
107,132,58,0,0.69521,0.69521,0,2.34359e-08
91,133,58,0,1.49041,1.49041,0,4.77483e-09
96,133,58,0,0.494192,0.494192,0,1.66409e-08
97,133,58,0,0.0499769,0.0499769,0,1.66561e-09
102,133,58,0,5.53195,5.53195,0,8.70994e-09
104,133,58,0,20.0991,20.0991,0,1.68046e-08
106,133,58,0,0.889863,0.889863,0,3.01074e-08
107,133,58,0,0.958821,0.958821,0,3.2282e-08
106,134,58,0,0.0198023,0.0198023,0,6.69755e-10
97,136,58,0.0447821,2.04193,2.08671,1.52192e-08,5.39255e-08
98,136,58,0,1.38364,1.38364,0,4.12089e-08
97,137,58,0.0745881,0,0.0745881,2.59357e-08,0
95,110,59,0,0.204947,0.204947,0,4.54468e-09
95,111,59,0,3.06145,3.06145,0,8.79934e-08
96,111,59,0,2.75968,2.75968,0,4.48335e-08
93,112,59,0,0.228097,0.228097,0,7.48488e-09
94,112,59,0,1.05524,1.05524,0,2.03879e-08
96,112,59,0,0.345093,0.345093,0,8.3883e-09
92,113,59,0.05261,0.421322,0.473932,1.81092e-08,1.35433e-08
93,113,59,0,0.876984,0.876984,0,2.8352e-08
94,113,59,0,2.15319,2.15319,0,3.31524e-08
102,113,59,0,26.8255,26.8255,0,1.85936e-08
91,114,59,0,0.302026,0.302026,0,1.00858e-08
93,114,59,0,1.9585,1.9585,0,6.47919e-08
94,114,59,0,2.18401,2.18401,0,6.64341e-08
100,114,59,0,11.2436,11.2436,0,2.18951e-08
101,114,59,0,1.69125,1.69125,0,3.23638e-09
102,114,59,0,15.3195,15.3195,0,3.1112e-08
103,114,59,0,5.08642,5.08642,0,6.21055e-09
104,114,59,0,5.3416,5.3416,0,6.38523e-09
105,114,59,0,1.9512,1.9512,0,4.53785e-09
91,115,59,0,0.0842551,0.0842551,0,2.8114e-09
92,115,59,0,0.412619,0.412619,0,1.37195e-08
98,115,59,0,0.977591,0.977591,0,1.69125e-08
99,115,59,0,8.35003,8.35003,0,9.5469e-09
100,115,59,0,5.39445,5.39445,0,6.1679e-09
102,115,59,0,23.2538,23.2538,0,3.31424e-08
103,115,59,0,18.253,18.253,0,3.26508e-08
104,115,59,0,17.8426,17.8426,0,5.29381e-08
92,116,59,0,15.4245,15.4245,0,5.40586e-08
97,116,59,0,391.866,391.866,0,2.76286e-07
99,116,59,0,22.8727,22.8727,0,1.80771e-08
100,116,59,0,6.34066,6.34066,0,7.24977e-09
101,116,59,0,0.0976081,0.0976081,0,2.5825e-09
102,116,59,0,143.876,143.876,0,3.19256e-07
103,116,59,0,15.7999,15.7999,0,2.74075e-07
104,116,59,0,1.90226,1.90226,0,5.36979e-09
107,116,59,0.166293,0.0111216,0.177415,2.03417e-09,4.44785e-10
108,116,59,0,0.713385,0.713385,0,1.43333e-08
109,116,59,0,0.0995096,0.0995096,0,2.00303e-09
110,116,59,0,0.814025,0.814025,0,1.59079e-08
108,117,59,0,0.141277,0.141277,0,2.81486e-09
109,117,59,0,0.440055,0.440055,0,8.76224e-09
110,117,59,0,2.2714,2.2714,0,4.61533e-08
110,118,59,0,0.404829,0.404829,0,8.54698e-09
111,118,59,0,0.787194,0.787194,0,1.6216e-08
88,119,59,0,2.7706,2.7706,0,2.50289e-08
89,119,59,0,1.2274,1.2274,0,1.4209e-08
90,119,59,0,5.48776,5.48776,0,2.20285e-08
91,119,59,0.0274076,0,0.0274076,7.05282e-10,0
107,119,59,3.84412,0.115993,3.96011,3.10717e-07,2.85571e-09
88,120,59,0,31.0408,31.0408,0,2.79634e-08
89,120,59,0,1.90924,1.90924,0,2.34386e-08
89,121,59,0,21.456,21.456,0,1.86891e-08
108,121,59,0,0.924211,0.924211,0,7.46989e-09
109,121,59,0,3.52751,3.52751,0,2.91142e-08
91,122,59,0,81.004,81.004,0,2.20508e-07
108,122,59,0,4.16822,4.16822,0,3.45802e-08
109,122,59,0,2.15199,2.15199,0,1.9883e-08
90,123,59,0,7.90475,7.90475,0,2.12489e-08
91,123,59,0,4.95537,4.95537,0,1.26549e-08
108,123,59,0,8.68818,8.68818,0,6.30283e-08
109,123,59,0,1.13265,1.13265,0,8.4405e-09
107,124,59,0,3.19483,3.19483,0,1.97112e-08
108,124,59,0,1.07084,1.07084,0,5.93551e-09
90,125,59,0.107514,0,0.107514,2.57987e-09,0
91,125,59,0.18674,0,0.18674,7.20432e-09,0
108,125,59,0,3.52011,3.52011,0,1.78942e-08
91,126,59,0,269.842,269.842,0,1.87313e-07
90,127,59,0,18.6754,18.6754,0,1.28229e-08
108,127,59,0,0.431277,0.431277,0,1.85399e-09
76,128,59,0.0814068,0,0.0814068,2.8546e-08,0
77,128,59,0.0541652,0,0.0541652,1.7479e-08,0
90,128,59,0,17.3703,17.3703,0,1.19877e-08
107,128,59,0,3.7827,3.7827,0,1.58932e-08
108,128,59,0,3.69592,3.69592,0,1.61878e-08
110,128,59,0,1.16731,1.16731,0,3.36831e-08
111,128,59,0,0.481859,0.481859,0,1.22274e-08
77,129,59,0.134657,0,0.134657,3.05615e-08,0
111,129,59,0,0.560879,0.560879,0,1.48367e-08
96,132,59,0.620835,0,0.620835,1.75785e-07,0
97,132,59,2.79058e-05,0.408651,0.408679,6.69616e-13,8.51838e-09
98,132,59,0.0863347,0.114873,0.201208,1.1464e-08,4.59409e-09
99,132,59,0.0333154,0,0.0333154,1.83248e-09,0
101,132,59,0,10.476,10.476,0,2.10453e-07
104,132,59,0.278868,0,0.278868,6.30605e-08,0
105,132,59,0.497812,0,0.497812,1.21755e-08,0
106,132,59,0,0.856473,0.856473,0,2.91598e-08
107,132,59,0,0.126531,0.126531,0,4.32864e-09
97,133,59,0,0.4042,0.4042,0,1.34704e-08
106,133,59,0.00324942,0.137932,0.141182,7.79718e-11,4.67046e-09
107,133,59,0,1.06642,1.06642,0,3.5643e-08
108,133,59,0,1.2158,1.2158,0,3.13942e-08
104,134,59,0,27.2121,27.2121,0,2.32053e-08
108,134,59,0,1.43905,1.43905,0,4.48475e-08
109,134,59,0,0.244838,0.244838,0,6.17906e-09
91,135,59,0,1.3799,1.3799,0,2.6911e-08
92,135,59,0,0.61956,0.61956,0,1.23632e-08
95,135,59,0,0.304825,0.304825,0,7.91287e-09
108,135,59,0,9.11135,9.11135,0,5.17085e-08
109,135,59,0,0.440825,0.440825,0,1.04424e-08
95,136,59,0,0.258715,0.258715,0,6.00153e-09
96,136,59,0,0.117089,0.117089,0,2.52169e-09
97,136,59,0,1.81091,1.81091,0,5.17606e-08
108,136,59,0,0.996746,0.996746,0,2.12998e-08
97,137,59,0.0946981,0.819915,0.914613,1.78312e-08,2.14365e-08
98,137,59,0.174869,0.430504,0.605373,1.20165e-08,1.10553e-08
90,100,60,0.0228193,0,0.0228193,4.14361e-09,0
91,100,60,0.0896452,0,0.0896452,1.83467e-08,0
93,101,60,0,4.10153,4.10153,0,1.08893e-07
93,111,60,0,3.35409,3.35409,0,1.07215e-07
95,111,60,0,7.95577,7.95577,0,8.43195e-09
96,111,60,0,0.118632,0.118632,0,4.39356e-09
93,112,60,0,0.707297,0.707297,0,2.34701e-08
96,112,60,0,2.11886,2.11886,0,7.84767e-08
92,113,60,0.110411,0,0.110411,3.14731e-08,0
101,113,60,0,37.5358,37.5358,0,2.61313e-08
87,114,60,0,0.675099,0.675099,0,1.79664e-08
88,114,60,0,1.28874,1.28874,0,3.62689e-08
91,114,60,0,0.960934,0.960934,0,3.21483e-08
96,114,60,0.0293889,0,0.0293889,1.0491e-09,0
99,114,60,0,1.13651,1.13651,0,1.85481e-08
100,114,60,0,0.423085,0.423085,0,6.90485e-09
88,115,60,0,0.276639,0.276639,0,7.58465e-09
91,115,60,0,2.49096,2.49096,0,8.19842e-09
92,115,60,0,10.1896,10.1896,0,4.93477e-08
93,115,60,0.000644664,0,0.000644664,1.54691e-11,0
95,115,60,0.0866993,0,0.0866993,2.08041e-09,0
97,115,60,0.000720852,0,0.000720852,1.72973e-11,0
98,115,60,0,0.572053,0.572053,0,9.4508e-09
99,115,60,0,1.81119,1.81119,0,3.13834e-08
104,115,60,0,44.1319,44.1319,0,3.53318e-08
105,115,60,0,24.3326,24.3326,0,1.65888e-08
88,116,60,0,0.386185,0.386185,0,9.27378e-09
91,116,60,0,5.30491,5.30491,0,1.62902e-08
95,116,60,0.242603,0,0.242603,1.32391e-08,0
98,116,60,0,16.9687,16.9687,0,2.97489e-07
100,116,60,0,162.517,162.517,0,1.85818e-07
101,116,60,0,3.77453,3.77453,0,9.9065e-08
103,116,60,1.3922,55.8697,57.2619,3.77272e-07,3.7968e-08
104,116,60,0,7.31906,7.31906,0,2.29395e-07
105,116,60,0,1.44214,1.44214,0,9.77401e-10
106,116,60,0,0.295408,0.295408,0,6.33569e-09
107,116,60,30.6231,1.32166,31.9448,3.74595e-07,2.68129e-08
108,116,60,0,1.00182,1.00182,0,2.01619e-08
107,117,60,0,0.465296,0.465296,0,9.29648e-09
108,117,60,0,0.253464,0.253464,0,5.06312e-09
109,117,60,0,0.816508,0.816508,0,1.77108e-08
110,117,60,0,1.034,1.034,0,2.32995e-08
111,117,60,0,0.42741,0.42741,0,1.0251e-08
107,118,60,0,3.12011,3.12011,0,6.06289e-08
110,118,60,0,1.72272,1.72272,0,4.10579e-08
111,118,60,0,0.928446,0.928446,0,2.11908e-08
89,119,60,0.550149,8.5849,9.13505,1.4226e-08,6.22669e-08
90,119,60,0.112309,0,0.112309,5.58253e-09,0
91,119,60,0.000113862,6.91532,6.91543,2.73219e-12,2.65997e-08
107,119,60,0,0.384501,0.384501,0,7.47146e-09
111,119,60,0,1.11607,1.11607,0,3.04657e-08
88,120,60,0,19.9933,19.9933,0,3.46365e-08
91,120,60,0,97.1975,97.1975,0,1.21778e-07
107,121,60,0,14.1752,14.1752,0,1.46561e-07
108,121,60,0,2.11852,2.11852,0,2.13355e-08
109,121,60,0,1.87632,1.87632,0,4.00267e-08
110,121,60,0,0.983042,0.983042,0,2.96242e-08
107,122,60,0.287248,0.779889,1.06714,6.14653e-09,8.57667e-09
108,122,60,0.101849,0.325784,0.427633,2.44394e-09,3.36835e-09
109,122,60,0,0.549409,0.549409,0,1.65115e-08
110,122,60,0,0.103322,0.103322,0,3.10103e-09
109,123,60,0,3.08165,3.08165,0,2.36737e-08
108,124,60,0,3.9007,3.9007,0,2.63698e-08
109,124,60,0,0.577383,0.577383,0,2.07743e-08
110,124,60,0,65.6069,65.6069,0,4.12405e-08
90,125,60,0,63.2752,63.2752,0,4.31833e-08
91,125,60,0,11.5062,11.5062,0,7.8324e-09
110,125,60,0,11.6186,11.6186,0,7.2322e-09
108,126,60,0,19.7005,19.7005,0,1.34226e-08
109,126,60,0,0.55166,0.55166,0,1.56996e-08
76,127,60,0.020589,0,0.020589,7.21136e-09,0
109,127,60,0,1.3396,1.3396,0,3.99677e-08
110,127,60,0,0.495058,0.495058,0,1.24915e-08
76,128,60,0.0419786,0,0.0419786,1.44783e-08,0
109,128,60,0,0.612225,0.612225,0,2.24036e-08
76,129,60,0.0759677,0,0.0759677,1.41765e-08,0
91,130,60,0.0204076,0,0.0204076,5.57514e-09,0
95,132,60,0.00735209,0,0.00735209,2.2271e-10,0
98,132,60,0.00519483,0,0.00519483,5.63513e-10,0
99,132,60,0.0943995,0,0.0943995,2.31986e-09,0
101,132,60,0,255.618,255.618,0,2.54917e-07
106,132,60,0,0.252793,0.252793,0,8.61748e-09
106,133,60,0,0.536167,0.536167,0,1.83619e-08
107,133,60,0,0.98552,0.98552,0,3.26661e-08
108,133,60,0,0.740162,0.740162,0,2.39539e-08
109,133,60,0,1.7104,1.7104,0,4.5433e-08
91,134,60,0,0.816402,0.816402,0,1.59237e-08
92,134,60,0,1.15499,1.15499,0,2.31443e-08
103,134,60,0,71.6195,71.6195,0,6.41255e-08
104,134,60,0,8.64743,8.64743,0,7.47914e-09
105,134,60,0,0.79607,0.79607,0,2.65642e-08
106,134,60,0,0.337394,0.337394,0,1.125e-08
107,134,60,0,0.812588,0.812588,0,2.7002e-08
108,134,60,0,3.30677,3.30677,0,4.61363e-08
109,134,60,0,1.35367,1.35367,0,3.44218e-08
91,135,60,0,0.96011,0.96011,0,1.87172e-08
92,135,60,0,2.41412,2.41412,0,4.77726e-08
93,135,60,0,1.14634,1.14634,0,2.23579e-08
94,135,60,0,1.27254,1.27254,0,2.52858e-08
95,135,60,0,0.473816,0.473816,0,1.12641e-08
108,135,60,0,8.2246,8.2246,0,1.74044e-08
109,135,60,0,0.831542,0.831542,0,2.0439e-08
94,136,60,0,0.212095,0.212095,0,4.55387e-09
95,136,60,0,3.78785,3.78785,0,8.30721e-08
96,136,60,0,2.7714,2.7714,0,6.64239e-08
96,137,60,0,1.98452,1.98452,0,4.77484e-08
92,98,61,0.00367134,0,0.00367134,1.24798e-10,0
91,100,61,0.052984,0,0.052984,1.42943e-08,0
92,100,61,0.0865386,0,0.0865386,2.37609e-08,0
90,101,61,0.111258,0,0.111258,1.82124e-08,0
106,108,61,0.0763077,0,0.0763077,1.94317e-08,0
107,108,61,0.0961605,0,0.0961605,1.30116e-08,0
108,108,61,0.154511,0,0.154511,3.20542e-08,0
92,111,61,0,1.52925,1.52925,0,9.72378e-09
92,112,61,0.232513,2.68025,2.91276,1.91022e-08,1.43439e-08
93,112,61,0,10.2758,10.2758,0,2.45322e-08
92,113,61,0.0205762,0,0.0205762,7.02156e-09,0
93,113,61,0.0469052,0,0.0469052,7.01627e-09,0
101,113,61,0,0.407476,0.407476,0,1.62961e-08
87,114,61,0,1.55393,1.55393,0,4.17908e-08
88,114,61,0,1.38376,1.38376,0,3.71921e-08
91,114,61,0,0.141755,0.141755,0,4.74986e-09
92,114,61,0,0.148549,0.148549,0,4.97834e-09
99,114,61,0,0.54621,0.54621,0,8.68174e-09
101,114,61,0.0105728,13.8569,13.8674,2.83368e-10,2.64395e-08
104,114,61,0,19.0305,19.0305,0,1.3261e-08
86,115,61,0,0.495173,0.495173,0,1.21601e-08
87,115,61,0,2.82798,2.82798,0,7.58966e-08
88,115,61,0,0.973444,0.973444,0,2.555e-08
89,115,61,0,1.05546,1.05546,0,2.60497e-08
91,115,61,0,0.302585,0.302585,0,1.01365e-08
103,115,61,0,31.2367,31.2367,0,3.69229e-08
104,115,61,0,14.1943,14.1943,0,9.89325e-09
105,115,61,0.0799268,9.58993,9.66986,1.91792e-09,6.49286e-09
106,115,61,0,30.0815,30.0815,0,2.05509e-08
86,116,61,0,0.188331,0.188331,0,5.72089e-09
87,116,61,0,0.399544,0.399544,0,9.86418e-09
88,116,61,0,0.873047,0.873047,0,2.11398e-08
91,116,61,0.0468874,0.966453,1.01334,5.72472e-09,3.24641e-08
92,116,61,0,89.2904,89.2904,0,3.02845e-07
94,116,61,0.0980354,0,0.0980354,3.1269e-08,0
95,116,61,0,1.92755,1.92755,0,6.59391e-08
97,116,61,0,85.1147,85.1147,0,5.90831e-08
98,116,61,0.720832,0,0.720832,4.03831e-08,0
99,116,61,1.57719,0.00756774,1.58475,1.14252e-07,2.46169e-10
103,116,61,0,5.15898,5.15898,0,3.56633e-09
104,116,61,0,530.177,530.177,0,6.85171e-07
105,116,61,0.135769,12.7572,12.893,7.89534e-09,8.62298e-09
107,116,61,0.0972057,0,0.0972057,8.06162e-09,0
87,117,61,0,0.477822,0.477822,0,1.14234e-08
90,117,61,0,0.727211,0.727211,0,1.75366e-08
88,118,61,0,9.05901,9.05901,0,4.75879e-08
91,118,61,0,0.684775,0.684775,0,2.31738e-08
88,119,61,0,29.7857,29.7857,0,7.32111e-08
89,119,61,0,28.3119,28.3119,0,3.28717e-08
91,119,61,0.077573,0,0.077573,6.12746e-09,0
111,119,61,0,0.186246,0.186246,0,5.28826e-09
112,119,61,0,0.958175,0.958175,0,2.90024e-08
88,120,61,0,9.35573,9.35573,0,3.69068e-08
89,120,61,0,16.7338,16.7338,0,3.95412e-08
90,120,61,0,2.56486,2.56486,0,3.21349e-09
91,120,61,0,7.8795,7.8795,0,9.87215e-09
108,120,61,0,0.30609,0.30609,0,9.16613e-09
110,120,61,0,4.04306,4.04306,0,4.43744e-08
111,120,61,0,2.6535,2.6535,0,3.5436e-08
108,121,61,0,3.68947,3.68947,0,4.21793e-08
110,121,61,0,0.498617,0.498617,0,1.54756e-08
107,122,61,0.0935097,0,0.0935097,2.24382e-09,0
108,122,61,0.139158,0,0.139158,8.93539e-09,0
109,122,61,0,0.252763,0.252763,0,8.24308e-09
110,122,61,0,1.12995,1.12995,0,3.68462e-08
110,123,61,0,2.88588,2.88588,0,7.9439e-08
111,123,61,0,0.228772,0.228772,0,4.74838e-09
109,124,61,0,0.275016,0.275016,0,1.00225e-08
111,124,61,0,26.0569,26.0569,0,1.83948e-08
107,125,61,1.34504,0,1.34504,1.91688e-07,0
108,125,61,0,0.624606,0.624606,0,2.37156e-08
109,125,61,0,0.068336,0.068336,0,2.58234e-09
111,125,61,0,22.2975,22.2975,0,2.97161e-08
112,125,61,0,3.45563,3.45563,0,3.75566e-08
107,126,61,0,373.231,373.231,0,2.54295e-07
108,126,61,0,0.572793,0.572793,0,1.99343e-08
109,126,61,0,1.25385,1.25385,0,3.6204e-08
110,126,61,0,0.5871,0.5871,0,1.4788e-08
111,126,61,0,0.669852,0.669852,0,2.20641e-08
112,126,61,0,0.956524,0.956524,0,2.22928e-08
113,126,61,0,0.39229,0.39229,0,9.46089e-09
112,127,61,0,0.799873,0.799873,0,2.08754e-08
113,127,61,0,0.982227,0.982227,0,2.42291e-08
91,128,61,0.0701562,0,0.0701562,5.84945e-09,0
107,129,61,0.0755061,0,0.0755061,6.95883e-09,0
91,130,61,0.0565415,0,0.0565415,6.71669e-09,0
114,130,61,0.0783687,0,0.0783687,1.32474e-08,0
85,131,61,0,0.0379279,0.0379279,0,1.25341e-09
91,131,61,6.31212,0.0787558,6.39087,7.72124e-08,2.5271e-09
107,131,61,0.0250627,0,0.0250627,2.15269e-09,0
85,132,61,0,7.05446,7.05446,0,1.29923e-08
86,132,61,0,20.4899,20.4899,0,1.27632e-08
87,132,61,0,22.6126,22.6126,0,1.41329e-08
88,132,61,0.0632954,0.297694,0.36099,1.73453e-09,8.97962e-09
94,132,61,0,1.797,1.797,0,4.86805e-08
96,132,61,0.0248486,0,0.0248486,3.30909e-09,0
97,132,61,0.0123176,0,0.0123176,2.492e-09,0
98,132,61,3.85557,0,3.85557,3.1529e-07,0
102,132,61,0.883895,0,0.883895,1.34679e-07,0
103,132,61,0,8.18028,8.18028,0,7.58699e-09
104,132,61,0,3.75118,3.75118,0,3.55908e-09
96,133,61,0,20.994,20.994,0,2.93681e-08
97,133,61,0,5.78985,5.78985,0,7.72366e-09
107,133,61,0,0.178746,0.178746,0,6.12118e-09
109,133,61,0,15.8005,15.8005,0,1.58788e-08
110,133,61,0,33.2719,33.2719,0,2.65976e-08
96,134,61,0,6.66836,6.66836,0,1.30904e-08
106,134,61,0,3.81499,3.81499,0,9.91832e-09
107,134,61,0,8.31127,8.31127,0,2.5812e-08
111,134,61,0,19.1446,19.1446,0,1.86968e-08
106,135,61,0,5.83746,5.83746,0,5.16882e-08
107,135,61,0,36.0158,36.0158,0,4.42184e-08
94,136,61,0,0.376346,0.376346,0,8.54414e-09
95,136,61,0,0.964226,0.964226,0,1.756e-08
93,102,62,0.470196,0,0.470196,5.72435e-08,0
106,108,62,0.151734,0,0.151734,4.04287e-08,0
106,109,62,0.0724617,0,0.0724617,2.58508e-08,0
89,111,62,0,0.107754,0.107754,0,3.16679e-09
90,111,62,0,0.745955,0.745955,0,1.88615e-08
92,111,62,0.109543,2.85662,2.96616,2.15175e-08,4.86065e-08
89,112,62,0,0.817347,0.817347,0,1.9309e-08
90,112,62,0,1.70424,1.70424,0,4.51489e-08
91,112,62,0,0.70572,0.70572,0,1.64392e-08
92,112,62,0.156563,0,0.156563,1.68118e-08,0
93,112,62,0.113392,0,0.113392,1.03575e-08,0
99,112,62,0,17.5784,17.5784,0,3.29216e-08
100,112,62,0,0.70882,0.70882,0,1.32265e-08
102,112,62,0,0.709806,0.709806,0,1.91944e-08
99,113,62,0,10.3177,10.3177,0,8.04142e-09
102,113,62,0,0.864339,0.864339,0,2.35968e-08
92,114,62,0.159887,0.530179,0.690066,3.93424e-09,1.77964e-08
102,114,62,0,0.301746,0.301746,0,7.42158e-09
86,115,62,0,0.639419,0.639419,0,1.63324e-08
87,115,62,0,2.31034,2.31034,0,5.40341e-08
91,115,62,0,0.434211,0.434211,0,1.45856e-08
92,115,62,0,0.00485223,0.00485223,0,1.62956e-10
101,115,62,0,4.09506,4.09506,0,3.00968e-09
105,115,62,0,15.7673,15.7673,0,1.07718e-08
86,116,62,0,0.0517684,0.0517684,0,1.12085e-09
87,116,62,0,1.51615,1.51615,0,3.42937e-08
88,116,62,0,1.35172,1.35172,0,3.42166e-08
89,116,62,0,0.511955,0.511955,0,1.25314e-08
90,116,62,0.441298,0.0930747,0.534373,1.23457e-08,3.63901e-09
93,116,62,20.3172,88.7028,109.02,2.55234e-07,9.4012e-08
96,116,62,0.632395,0,0.632395,7.59706e-08,0
97,116,62,3.73157,0,3.73157,9.57833e-08,0
101,116,62,0,387.462,387.462,0,2.84767e-07
88,117,62,0,1.06011,1.06011,0,2.54603e-08
89,117,62,0,0.431499,0.431499,0,1.03643e-08
91,118,62,0,9.85708,9.85708,0,3.17481e-07
96,118,62,0,0.979248,0.979248,0,3.34988e-08
87,119,62,0,0.10836,0.10836,0,3.59312e-09
88,119,62,0,3.67754,3.67754,0,9.57927e-08
88,120,62,0,2.01395,2.01395,0,5.8646e-08
90,120,62,0,20.3633,20.3633,0,2.50811e-08
108,120,62,0,2.87711,2.87711,0,1.42609e-08
109,120,62,0,4.3928,4.3928,0,2.34388e-08
110,120,62,0,0.393147,0.393147,0,1.01491e-08
111,120,62,0,0.710537,0.710537,0,2.39873e-08
112,120,62,0,0.479378,0.479378,0,1.53978e-08
89,121,62,0,18.165,18.165,0,1.15614e-08
90,121,62,0,34.2877,34.2877,0,2.18643e-08
107,121,62,0,1.36819,1.36819,0,6.26812e-09
108,121,62,0,6.11776,6.11776,0,3.00072e-08
109,121,62,0,0.629066,0.629066,0,3.17666e-09
